property#,owner_id,street_address,apt#,city,state,zip_code,home_type,bedrooms,bathrooms,sq_feet,lot_size,year_built,architecture,pool,property_taxes,condo_fees,when_bought,remaining_mortgage
8457,3857,376 Heathcote Manor,NULL,New Iciefurt,Idaho,82237,house,12,9,7400,2.04,1920,cottage,N,"66,480",NULL,2005,1503708
8458,5346,323 Lelah Isle,NULL,West Babylon,Kansas,42350,house,11,9,6900,1.9,1981,mediterranean,N,"62,012",NULL,2002,1624123
8459,742,1210 Bechtelar Prairie,NULL,Orlofurt,South Carolina,77716,house,9,9,5900,1.62,1930,ranch,Y,"53,077",NULL,2022,126373
8460,3917,389 Milo Meadows,NULL,Floydshire,Maryland,54906,house,10,5,6000,1.65,2010,contemporary,Y,"53,718",NULL,2021,191850
8461,4167,325 Weissnat Landing,NULL,Millsstead,Minnesota,49645,house,8,5,5000,1.38,2021,italian,N,"44,783",NULL,1995,1546063
8462,8268,8916 Rogahn Plaza,NULL,North Muhammadtown,Delaware,36334,house,5,4,3400,0.94,1927,georgian,N,"30,423",NULL,1993,1122743
8463,1148,7682 Gerald Stream,NULL,Maymiemouth,Maine,7409,house,11,5,6500,1.79,2008,greek,N,"58,186",NULL,1986,2632213
8464,1389,586 Carmine Forge,NULL,Perth Amboy,Minnesota,2797,house,11,6,6600,1.82,2021,french,N,"59,142",NULL,1994,2112225
8465,5244,215 Graham Shoal,NULL,Miltonfield,Maryland,63393,house,6,2,3700,1.02,2014,modern,Y,"32,977",NULL,1999,981469
8466,2088,384 Dooley Ranch,NULL,Taylorcester,Colorado,41439,house,7,4,4400,1.21,1991,gothic,Y,"39,358",NULL,2014,468550
8467,4044,131 Alysa Underpass,NULL,Margate,Washington,55104,house,7,1,4100,1.13,1957,prairie,N,"36,489",NULL,2006,781898
8468,9200,9006 Friesen Course,NULL,Lafayette,Arkansas,4567,house,11,4,6400,1.76,1963,rowhouse,N,"57,229",NULL,2016,545040
8469,1557,705 Herzog Tunnel,NULL,Fort Jewel,California,78224,house,12,6,7100,1.95,1975,antebellum,N,"63,610",NULL,2000,1817430
8470,4291,20274 Lesly Fall,NULL,Anyaborough,Florida,12943,house,8,5,5000,1.38,2012,federal,N,"44,783",NULL,2002,1172875
8471,6351,60373 Kovacek Lake,NULL,North Annetta,Illinois,90954,house,6,4,3900,1.07,2015,farmhouse,Y,"34,891",NULL,2006,747653
8472,4914,839 Effertz Plain,NULL,New Nicholas,Wyoming,8574,house,6,4,3900,1.07,1985,saltbox,N,"34,891",NULL,1986,1578378
8473,7394,8842 Tromp Valley,NULL,Fort Dallin,Missouri,81766,house,1,1,1100,0.3,1924,A-frame,N,"9,682",NULL,2008,184420
8474,3749,6425 Jefferey Stream,NULL,Kelliefurt,Washington,10079,house,3,1,2100,0.58,1971,spanish,N,"18,618",NULL,2020,88655
8475,1282,5883 Donnelly Light,NULL,Ondrickaboro,Virginia,29504,house,11,2,6200,1.71,2015,cabin,Y,"55,316",NULL,2005,1251198
8476,906,666 Gillian Tunnel,NULL,Wichita Falls,Idaho,51472,house,2,1,1600,0.44,1962,colonial,Y,"14,150",NULL,1984,673800
8477,4881,2470 Brekke Mills,NULL,North Hassie,New Hampshire,1941,house,2,1,1600,0.44,1938,cape cod,N,"14,150",NULL,2018,101070
8478,1021,9684 Hand Square,NULL,Violatown,Alabama,79810,house,4,3,2800,0.77,1923,country,Y,"24,998",NULL,1987,1101120
8479,1912,4538 Otho Shores,NULL,Fort Danikafort,Oregon,19079,house,6,3,3800,1.05,1982,victorian,Y,"33,934",NULL,1985,1575503
8480,4776,113 Kristoffer Path,NULL,Port Miracle,New Hampshire,85110,house,3,2,2200,0.61,2009,tudor,Y,"19,574",NULL,2023,23303
8481,3129,6336 Kurt Circle,NULL,Lake Kristina,California,89396,house,11,10,7000,1.93,1930,craftsman,Y,"62,969",NULL,2008,1199400
8482,4971,117 Sadie Brook,NULL,Waipahu,Kentucky,12631,house,3,3,2300,0.63,1940,cottage,N,"20,531",NULL,1984,977650
8483,1229,70601 Johnson Mall,NULL,Edina,Nebraska,18974,house,8,3,4800,1.32,1940,mediterranean,N,"42,869",NULL,2021,153105
8484,4672,9428 Abdullah Pines,NULL,New Zita,Alabama,96833,house,4,3,2800,0.77,1951,ranch,N,"24,998",NULL,1989,1041600
8485,4829,6298 Kara Spring,NULL,Sioux Falls,Illinois,16341,house,4,1,2600,0.72,1946,contemporary,Y,"23,085",NULL,2014,274825
8486,8596,449 Powlowski Glens,NULL,Groverworth,Vermont,57187,house,3,3,2300,0.63,1992,italian,N,"20,531",NULL,2019,122206
8487,9144,498 Sipes Turnpike,NULL,Marjolaineshire,Arkansas,47683,house,12,4,6900,1.9,1969,georgian,Y,"61,697",NULL,2013,807936
8488,7429,339 Justen Forks,NULL,East Destinyhaven,North Carolina,98654,house,1,1,1100,0.3,1947,greek,N,"9,682",NULL,2002,253578
8489,4861,306 Juliet Oval,NULL,New Carley,Minnesota,16379,house,4,2,2700,0.74,2010,french,N,"24,042",NULL,1987,1058986
8490,9046,95816 Brandyn Drives,NULL,Barnstable Town,Michigan,90378,house,9,3,5300,1.46,2011,modern,Y,"47,337",NULL,1984,2254150
8491,1202,8471 Keyshawn Orchard,NULL,Kuhnborough,Washington,76695,house,10,3,5800,1.6,1986,gothic,N,"51,805",NULL,2003,1295123
8492,6857,26834 Waters Terrace,NULL,Fort Bradfordtown,Maine,10081,house,5,4,3400,0.94,1986,prairie,N,"30,423",NULL,2007,615698
8493,5565,221 Gladyce Cape,NULL,Lake Aurore,Minnesota,66878,house,7,6,4600,1.27,1984,rowhouse,N,"41,271",NULL,1999,1228313
8494,4067,685 Marcel Neck,NULL,Fort Margaretboro,Florida,60785,house,8,6,5100,1.4,1945,antebellum,N,"45,739",NULL,2016,435610
8495,9309,6789 Angelica Shores,NULL,Dachfort,Delaware,34337,house,6,4,3900,1.07,1987,federal,Y,"34,891",NULL,1987,1536841
8496,1696,1950 Theresia Cliff,NULL,Felicitastad,Pennsylvania,43988,house,12,9,7400,2.04,1923,farmhouse,N,"66,480",NULL,2016,633140
8497,8791,569 Emmerich Landing,NULL,Napa,Hawaii,76180,house,7,6,4600,1.27,1987,saltbox,Y,"41,271",NULL,2023,49133
8498,3293,2704 Emmet Groves,NULL,Mabelleview,Indiana,82260,house,11,5,6500,1.79,2018,A-frame,N,"58,186",NULL,1996,1939525
8499,6869,3412 Beryl Brook,NULL,Shanellechester,Rhode Island,92653,house,1,1,1100,0.3,2008,spanish,Y,"9,682",NULL,2006,207473
8500,6736,882 Corkery Ferry,NULL,Ziemechester,Vermont,88333,house,8,8,5300,1.46,1984,cabin,N,"47,652",NULL,2006,1021118
8501,253,9188 Brooks Forges,NULL,Bethesda,Texas,57782,house,10,5,6000,1.65,1930,colonial,N,"53,718",NULL,1989,2238250
8502,5350,62580 Schamberger Crest,NULL,Battle Creek,New Jersey,92393,house,3,2,2200,0.61,1951,cape cod,Y,"19,574",NULL,2006,419445
8503,3908,339 Tromp Underpass,NULL,Tobinmouth,Texas,96778,house,5,2,3200,0.88,1954,country,N,"28,510",NULL,2018,203640
8504,6906,9469 Dale Mill,NULL,Miami,Kansas,85918,house,6,1,3600,0.99,2004,victorian,N,"32,021",NULL,1998,991120
8505,5317,676 Smitham Rest,NULL,Darrenton,Alaska,85364,house,11,2,6200,1.71,1973,tudor,N,"55,316",NULL,1988,2370690
8506,6906,15659 Cassin Estate,NULL,North Wallacefield,Illinois,94777,house,4,1,2600,0.72,1942,craftsman,Y,"23,085",NULL,1995,796993
8507,3899,528 Guy Trail,NULL,Trenton,California,56351,house,3,2,2200,0.61,1973,cottage,N,"19,574",NULL,1997,629168
8508,241,200 Adriel Causeway,NULL,Thielmouth,Indiana,63294,house,6,5,4000,1.1,1994,mediterranean,N,"35,847",NULL,1992,1365600
8509,4283,61602 Bettie Glens,NULL,West Elsa,Maine,30372,house,1,1,1100,0.3,1960,ranch,Y,"9,682",NULL,2017,80684
8510,4741,946 Cassin Garden,NULL,Shieldsville,South Carolina,80821,house,5,5,3500,0.96,2002,contemporary,Y,"31,379",NULL,2004,747125
8511,6422,9563 Hadley Skyway,NULL,Fort Forrest,Wyoming,86147,house,7,6,4600,1.27,2009,italian,Y,"41,271",NULL,1996,1375710
8512,930,836 Ivory Freeway,NULL,Rahsaanmouth,New Mexico,34356,house,11,10,7000,1.93,1991,georgian,N,"62,969",NULL,1991,2473763
8513,568,67816 Dooley Views,NULL,Fort Breana,Iowa,24025,house,2,2,1700,0.47,1989,greek,Y,"15,106",NULL,1999,449594
8514,4390,9944 Archibald Circles,NULL,Markschester,Maine,96144,house,6,4,3900,1.07,1921,french,Y,"34,891",NULL,1996,1163015
8515,3009,475 Eliane Centers,NULL,North Alfredafurt,Oregon,19777,house,4,1,2600,0.72,2024,modern,Y,"23,085",NULL,2011,357273
8516,5835,77013 Deckow Flats,NULL,South Stefantown,Indiana,64104,house,7,1,4100,1.13,1943,gothic,Y,"36,489",NULL,1999,1085969
8517,2156,288 Braun Burg,NULL,Eldredworth,Mississippi,97712,house,5,3,3300,0.91,1978,prairie,N,"29,466",NULL,2020,140315
8518,7501,25091 Makenzie Creek,NULL,Kirstinworth,Delaware,30389,house,4,4,2900,0.8,1935,rowhouse,N,"25,955",NULL,1984,1235950
8519,1603,142 Schaden Island,NULL,Fosterbury,Idaho,5449,house,5,1,3100,0.85,2015,antebellum,N,"27,553",NULL,1997,885634
8520,2921,48708 Myron Overpass,NULL,North Irwinville,Florida,68090,house,11,11,7100,1.95,1936,federal,N,"63,925",NULL,2008,1217620
8521,5252,775 Larson Tunnel,NULL,Albany,Idaho,45218,house,8,6,5100,1.4,1942,farmhouse,N,"45,739",NULL,2014,544513
8522,8299,112 Bashirian Burg,NULL,New Hendersonside,Ohio,76382,house,1,1,1100,0.3,1965,saltbox,Y,"9,682",NULL,1987,426471
8523,6840,480 Dexter Forges,NULL,Connellyton,Kansas,49666,house,6,1,3600,0.99,1986,A-frame,Y,"32,021",NULL,2012,457440
8524,5418,835 Reichert Shoal,NULL,Newport News,Idaho,3320,house,2,1,1600,0.44,1949,spanish,N,"14,150",NULL,1992,539040
8525,6354,6351 Smith Plains,NULL,North Coby,Virginia,37436,house,4,4,2900,0.8,2007,cabin,N,"25,955",NULL,2009,463481
8526,2596,2216 Gunner Spurs,NULL,North Lemuelland,Mississippi,76929,house,11,11,7100,1.95,1966,colonial,N,"63,925",NULL,1984,3044050
8527,1355,96091 Rowe Dale,NULL,Altenwerthfurt,Tennessee,70083,house,5,3,3300,0.91,1922,cape cod,N,"29,466",NULL,1984,1403150
8528,7948,36943 Octavia Meadows,NULL,South Rashawnstad,Louisiana,89038,house,11,6,6600,1.82,2024,country,N,"59,142",NULL,1991,2323448
8529,6156,66717 Toy Point,NULL,North Jordonton,Maine,29034,house,9,6,5600,1.54,1999,victorian,N,"50,207",NULL,2003,1255170
8530,1714,730 Alysha Neck,NULL,East Myles,Pennsylvania,57519,house,7,1,4100,1.13,2002,tudor,N,"36,489",NULL,1984,1737550
8531,4756,483 O'Reilly Center,NULL,New Jamir,Washington,49838,house,3,1,2100,0.58,1975,craftsman,N,"18,618",NULL,2017,155146
8532,5228,4902 Osinski Road,NULL,New Maramouth,Arkansas,92071,house,2,1,1600,0.44,1930,cottage,N,"14,150",NULL,2023,16845
8533,7098,14825 Alexane Groves,NULL,Aliso Viejo,North Dakota,7609,house,7,5,4500,1.24,1928,mediterranean,N,"40,315",NULL,2020,191975
8534,4813,46955 Raheem Crescent,NULL,Azusa,Florida,71464,house,6,5,4000,1.1,1927,ranch,Y,"35,847",NULL,1993,1322925
8535,5150,68281 Kuhlman Vista,NULL,Lake Wilhelm,Wisconsin,67877,house,9,4,5400,1.49,1972,contemporary,N,"48,294",NULL,2015,517433
8536,5898,7627 Leffler Mills,NULL,Rock Hill,California,86093,house,7,5,4500,1.24,1923,italian,N,"40,315",NULL,2014,479938
8537,660,6362 Beatty Causeway,NULL,South Kendallburgh,Wisconsin,78782,house,4,2,2700,0.74,1991,georgian,Y,"24,042",NULL,2015,257591
8538,7883,420 Lysanne Pine,NULL,North Presleyport,Texas,25722,house,1,1,1100,0.3,2015,greek,Y,"9,682",NULL,2009,172894
8539,2175,278 Williamson Mill,NULL,Kuhicborough,Nebraska,17379,house,5,4,3400,0.94,2006,french,Y,"30,423",NULL,1994,1086525
8540,7409,43589 Adrianna Drives,NULL,Honolulu,Missouri,17948,house,6,5,4000,1.1,2014,modern,Y,"35,847",NULL,2004,853500
8541,2509,637 Zoe Ports,NULL,Carrollstead,California,28795,house,6,6,4100,1.13,1946,gothic,Y,"36,804",NULL,1992,1402040
8542,3155,9174 Lafayette Springs,NULL,Portage,Kansas,94658,house,6,1,3600,0.99,1956,prairie,N,"32,021",NULL,1991,1257960
8543,4514,723 Hoppe Center,NULL,Wehnershire,New Hampshire,22198,house,4,1,2600,0.72,1959,rowhouse,Y,"23,085",NULL,1992,879440
8544,5028,7055 Emmy Fords,NULL,Ankundingland,Idaho,11898,house,8,3,4800,1.32,1935,antebellum,Y,"42,869",NULL,1996,1428980
8545,8389,468 Moore Gateway,NULL,Lake Margie,Colorado,2280,house,7,4,4400,1.21,1959,federal,Y,"39,358",NULL,2001,1077665
8546,759,77737 Leda Camp,NULL,Eden Prairie,Connecticut,72322,house,12,9,7400,2.04,1994,farmhouse,N,"66,480",NULL,1990,2690845
8547,1889,36225 Kilback Path,NULL,New Lester,North Carolina,97090,house,1,1,1100,0.3,1954,saltbox,N,"9,682",NULL,2008,184420
8548,3589,6005 Destany Bridge,NULL,New Tyshawnshire,Washington,72719,house,5,4,3400,0.94,1962,A-frame,Y,"30,423",NULL,1992,1158960
8549,171,667 Mable Ford,NULL,Jeradbury,Virginia,57520,house,8,2,4700,1.29,1945,spanish,Y,"41,913",NULL,2010,698548
8550,9376,53546 Gislason Garden,NULL,Reading,Rhode Island,73757,house,9,2,5200,1.43,1985,cabin,N,"46,381",NULL,2013,607365
8551,3731,9130 Langworth Creek,NULL,Johnsboro,Mississippi,80250,house,11,9,6900,1.9,1956,colonial,N,"62,012",NULL,1994,2214713
8552,8800,7693 Greenfelder Drives,NULL,North Catharine,Colorado,70197,house,9,7,5700,1.57,2005,cape cod,N,"51,163",NULL,1999,1522719
8553,7979,1736 Harvey Dale,NULL,South Jordan,New Jersey,18685,house,4,3,2800,0.77,1950,country,N,"24,998",NULL,1989,1041600
8554,7815,1497 Spinka Shoal,NULL,O'Konworth,Massachusetts,85537,house,2,1,1600,0.44,1996,victorian,Y,"14,150",NULL,2021,50535
8555,7598,3148 Kuhn Underpass,NULL,Kilbackcester,Ohio,39559,house,2,2,1700,0.47,2014,tudor,N,"15,106",NULL,2016,143870
8556,5973,730 Jakubowski Circle,NULL,West Brando,Kentucky,85988,house,6,3,3800,1.05,2016,craftsman,Y,"33,934",NULL,1998,1050335
8557,1504,88479 Ziemann Meadow,NULL,West Eliseo,New Mexico,44669,house,3,2,2200,0.61,2007,cottage,Y,"19,574",NULL,1986,885495
8558,4996,22426 Jamison Center,NULL,Patienceland,Oklahoma,75887,house,3,2,2200,0.61,2014,mediterranean,N,"19,574",NULL,1993,722378
8559,5663,616 Price Mountains,NULL,New Izabella,Alabama,27876,house,4,1,2600,0.72,1932,ranch,N,"23,085",NULL,2013,302308
8560,5568,6834 Connelly Corners,NULL,North Wavamouth,California,49113,house,6,5,4000,1.1,1957,contemporary,N,"35,847",NULL,2016,341400
8561,4941,5024 Darrion Divide,NULL,New Mattie,Hawaii,60814,house,1,1,1100,0.3,2012,italian,N,"9,682",NULL,2013,126789
8562,3602,83958 Libby Freeway,NULL,North Khalilfield,Wisconsin,11351,house,5,5,3500,0.96,1981,georgian,N,"31,379",NULL,1989,1307469
8563,1643,797 Bechtelar Hill,NULL,Owensboro,Arkansas,16577,house,7,2,4200,1.16,1988,greek,Y,"37,445",NULL,1988,1604790
8564,5765,83077 Doyle Lock,NULL,New Lavonville,Minnesota,92320,house,1,1,1100,0.3,1935,french,N,"9,682",NULL,2013,126789
8565,3102,1852 Marisa Via,NULL,Madison,Florida,49772,house,8,2,4700,1.29,1970,modern,N,"41,913",NULL,1999,1247406
8566,2128,2805 Hayes Ramp,NULL,Lake Gabriellafield,Florida,22772,house,9,9,5900,1.62,1936,gothic,Y,"53,077",NULL,1994,1895588
8567,8950,62413 Zoila Motorway,NULL,Faheyburgh,Tennessee,2807,house,3,2,2200,0.61,1981,prairie,N,"19,574",NULL,1995,675773
8568,3996,9554 Doyle Isle,NULL,Scottsdale,New Hampshire,79645,house,11,9,6900,1.9,1937,rowhouse,Y,"62,012",NULL,1997,1993241
8569,9250,24807 Dasia Centers,NULL,Belleville,Nevada,67025,house,1,1,1100,0.3,1954,antebellum,Y,"9,682",NULL,2003,242051
8570,6459,86684 McDermott Crest,NULL,South Vergiechester,North Carolina,22914,house,4,3,2800,0.77,1927,federal,Y,"24,998",NULL,2012,357120
8571,4175,395 Coby Meadow,NULL,Apex,Wisconsin,6440,house,2,1,1600,0.44,1981,farmhouse,Y,"14,150",NULL,1984,673800
8572,3596,8755 Ahmed Stream,NULL,Dickinsonfurt,New Mexico,48933,house,4,3,2800,0.77,1993,saltbox,Y,"24,998",NULL,2020,119040
8573,8462,824 Carmelo Underpass,NULL,Port Ludie,Vermont,47354,house,12,3,6800,1.87,1978,A-frame,Y,"60,740",NULL,1999,1807750
8574,8504,87910 Gage Streets,NULL,New Milton,Delaware,96518,house,11,8,6800,1.87,2012,spanish,N,"61,055",NULL,2011,944905
8575,746,11446 Jeanette Locks,NULL,Greenwood,South Carolina,38514,house,7,2,4200,1.16,1981,cabin,Y,"37,445",NULL,2004,891550
8576,8613,808 O'Keefe Via,NULL,Elmerland,Wyoming,68623,house,3,1,2100,0.58,1998,colonial,Y,"18,618",NULL,2000,531930
8577,5177,1138 Rippin Motorway,NULL,Oratown,Alaska,25457,house,3,1,2100,0.58,1998,cape cod,Y,"18,618",NULL,2018,132983
8578,918,520 Shany Glen,NULL,New Demetriscester,Maine,63671,house,3,2,2200,0.61,1935,country,Y,"19,574",NULL,1998,605865
8579,8674,6135 Konopelski Radial,NULL,Port Ibrahimton,Louisiana,23215,house,3,2,2200,0.61,1956,victorian,Y,"19,574",NULL,2006,419445
8580,7877,5031 Leffler Parks,NULL,Janesville,Minnesota,21878,house,2,2,1700,0.47,1924,tudor,N,"15,106",NULL,2000,431610
8581,6749,4410 Schroeder Corner,NULL,Lake Neil,South Dakota,33784,house,10,7,6200,1.71,1983,craftsman,N,"55,631",NULL,2011,860958
8582,6597,76504 Gulgowski Walk,NULL,Port Austenworth,Mississippi,20928,house,11,6,6600,1.82,1985,cottage,N,"59,142",NULL,2014,704075
8583,1110,39595 Juston Ranch,NULL,Blancaberg,Washington,69593,house,12,9,7400,2.04,1959,mediterranean,N,"66,480",NULL,2013,870568
8584,8115,669 Alba Underpass,NULL,West Alba,Nevada,19021,house,5,5,3500,0.96,1975,ranch,Y,"31,379",NULL,1990,1270113
8585,4801,270 Kelton Camp,NULL,Lake Berry,Kansas,40857,house,1,1,1100,0.3,1940,contemporary,Y,"9,682",NULL,1988,414945
8586,4826,31832 Pollich Parkways,NULL,Scottsdale,Arizona,95326,house,5,2,3200,0.88,1953,italian,N,"28,510",NULL,1990,1153960
8587,7336,3929 Stanton Ville,NULL,Hermanntown,South Dakota,54512,house,7,4,4400,1.21,1989,georgian,N,"39,358",NULL,1997,1265085
8588,7611,134 Schiller Inlet,NULL,North Erikfield,Wyoming,19412,house,2,2,1700,0.47,2017,greek,N,"15,106",NULL,2007,305724
8589,4409,32285 Champlin Points,NULL,Keatonland,Maryland,91766,house,7,7,4700,1.29,1974,french,Y,"42,228",NULL,1995,1457866
8590,9169,49441 Miles Neck,NULL,Lake Ryley,New Mexico,48285,house,10,3,5800,1.6,2016,modern,Y,"51,805",NULL,1997,1665158
8591,9252,92136 Doyle Fort,NULL,Fort Margotmouth,Iowa,11399,house,8,5,5000,1.38,1939,gothic,N,"44,783",NULL,2020,213250
8592,3500,77043 Dorris Cliffs,NULL,Celestinefort,Connecticut,5110,house,11,8,6800,1.87,1928,prairie,Y,"61,055",NULL,1987,2689345
8593,8015,8309 Walton Ford,NULL,South Sydneyfield,New York,10135,house,2,1,1600,0.44,2014,rowhouse,N,"14,150",NULL,2010,235830
8594,7724,82820 Larkin Rapid,NULL,Rochester,Utah,44432,house,7,5,4500,1.24,1984,antebellum,Y,"40,315",NULL,2023,47994
8595,6663,344 Lee Mall,NULL,Kilbackmouth,Florida,82695,house,7,4,4400,1.21,1942,federal,Y,"39,358",NULL,2019,234275
8596,8238,45142 Koss Hollow,NULL,West Reinholdworth,Texas,50816,house,8,1,4600,1.27,1992,farmhouse,N,"40,956",NULL,1991,1608998
8597,8667,12514 Erling Burgs,NULL,New Gust,Pennsylvania,39218,house,1,1,1100,0.3,1984,saltbox,Y,"9,682",NULL,2016,92210
8598,7096,2674 Koch Harbors,NULL,Dallas,Iowa,38615,house,2,2,1700,0.47,1986,A-frame,Y,"15,106",NULL,1999,449594
8599,7628,8769 Cade Rapid,NULL,Lake Abdullah,New York,50672,house,11,8,6800,1.87,1934,spanish,Y,"61,055",NULL,1995,2107865
8600,5433,8014 Dorothea Divide,NULL,South Evanside,Alaska,9425,house,1,1,1100,0.3,1926,cabin,N,"9,682",NULL,1999,288156
8601,990,59367 Elna Gateway,NULL,Donnellyworth,Florida,16406,house,1,1,1100,0.3,1960,colonial,N,"9,682",NULL,2017,80684
8602,3196,9517 Schneider Walks,NULL,New Alizaboro,Oregon,44960,house,2,2,1700,0.47,1921,cape cod,N,"15,106",NULL,2016,143870
8603,8534,132 Runolfsdottir Ridges,NULL,Macon-Bibb County,Pennsylvania,88328,house,6,1,3600,0.99,2004,country,Y,"32,021",NULL,2007,648040
8604,6485,94591 Gilberto Estate,NULL,North Margretview,Texas,51922,house,7,4,4400,1.21,2016,victorian,Y,"39,358",NULL,2011,609115
8605,1289,724 Homenick Meadow,NULL,West New York,South Carolina,689,house,5,3,3300,0.91,1953,tudor,Y,"29,466",NULL,2016,280630
8606,388,7291 Crist Hollow,NULL,New Theresaboro,Washington,7093,house,4,4,2900,0.8,1999,craftsman,N,"25,955",NULL,2017,216291
8607,3481,1655 Magdalen Union,NULL,Reynoldshaven,Mississippi,88411,house,10,10,6500,1.79,1992,cottage,Y,"58,501",NULL,1987,2576819
8608,8416,743 Clement Squares,NULL,New Krystinatown,Connecticut,8764,house,6,3,3800,1.05,1932,mediterranean,Y,"33,934",NULL,2008,646360
8609,8567,439 Kiara Brook,NULL,South Medaberg,Connecticut,75764,house,8,3,4800,1.32,2005,ranch,Y,"42,869",NULL,2019,255175
8610,6831,601 Skylar Manors,NULL,Temecula,Virginia,22068,house,3,3,2300,0.63,2010,contemporary,N,"20,531",NULL,2021,73324
8611,5398,38581 Yost Meadow,NULL,East Manuela,Kentucky,35310,house,6,2,3700,1.02,1979,italian,Y,"32,977",NULL,1985,1531091
8612,4376,52765 Caleb Mission,NULL,Thadport,Massachusetts,25032,house,7,6,4600,1.27,1971,georgian,N,"41,271",NULL,2003,1031783
8613,6995,611 Tristin Forest,NULL,Port Deondre,South Dakota,9020,house,2,2,1700,0.47,2018,greek,Y,"15,106",NULL,2000,431610
8614,2350,3943 Dorothy Shores,NULL,West Cooper,Florida,54158,house,4,3,2800,0.77,1979,french,Y,"24,998",NULL,1995,863040
8615,8337,871 Seth Overpass,NULL,Mrazshire,Illinois,92787,house,12,7,7200,1.98,1959,modern,Y,"64,567",NULL,2020,307460
8616,6663,460 Hodkiewicz Radial,NULL,Robbtown,Oregon,97455,house,6,3,3800,1.05,1922,gothic,Y,"33,934",NULL,2006,727155
8617,7375,470 Swaniawski Port,NULL,Nikolasstad,Louisiana,65641,house,2,1,1600,0.44,1991,prairie,Y,"14,150",NULL,1994,505350
8618,5409,30954 Russ Lock,NULL,West Maraview,Maine,69221,house,2,2,1700,0.47,2024,rowhouse,Y,"15,106",NULL,1986,683383
8619,9772,96225 Ullrich Rue,NULL,Margueriteborough,Arkansas,17363,house,1,1,1100,0.3,2019,antebellum,Y,"9,682",NULL,1989,403419
8620,5749,96760 Vandervort Springs,NULL,Dawsonstead,Utah,72062,house,11,5,6500,1.79,2002,federal,N,"58,186",NULL,2023,69269
8621,8895,49367 Cortney Crossing,NULL,Fort Rogers,Maryland,11895,house,1,1,1100,0.3,1966,farmhouse,N,"9,682",NULL,1994,345788
8622,9753,8508 Greenfelder Meadows,NULL,Vickiestead,Connecticut,69557,house,6,2,3700,1.02,2016,saltbox,Y,"32,977",NULL,2005,745916
8623,9044,45931 Erdman Courts,NULL,South Conniebury,Idaho,97961,house,12,11,7600,2.09,1989,A-frame,N,"68,393",NULL,1998,2116920
8624,2099,19389 Stacy Shoals,NULL,Mohamedborough,South Dakota,82451,house,11,2,6200,1.71,1978,spanish,Y,"55,316",NULL,1984,2634100
8625,1543,7957 Geoffrey Village,NULL,Kuphalmouth,Washington,32580,house,12,5,7000,1.93,2017,cabin,Y,"62,654",NULL,1989,2610563
8626,3878,85022 Lehner Pass,NULL,West Melvinafort,North Dakota,50694,house,10,9,6400,1.76,1986,colonial,Y,"57,544",NULL,2013,753555
8627,8578,3328 Kozey Springs,NULL,Auershire,South Dakota,65154,house,8,4,4900,1.35,1996,cape cod,Y,"43,826",NULL,1993,1617386
8628,1129,686 Claire Gateway,NULL,Onieville,Alabama,80794,house,4,4,2900,0.8,1946,country,N,"25,955",NULL,1997,834266
8629,4947,829 Ryder Causeway,NULL,Gresham,Louisiana,11597,house,3,3,2300,0.63,1966,victorian,Y,"20,531",NULL,2013,268854
8630,817,70588 Geoffrey Rest,NULL,Tianaside,Utah,44642,house,1,1,1100,0.3,1991,tudor,N,"9,682",NULL,1996,322735
8631,2428,76183 Prosacco Wall,NULL,Cheyenne,New Jersey,69638,house,12,5,7000,1.93,1994,craftsman,Y,"62,654",NULL,2001,1715513
